order_id,user_id,amount,quantity,created_at,status
A2942,0514,328.28,2,2025-06-08T22:45:00Z,
A3845,0353,312.1,8,2025-04-19T21:04:00Z,paid
A0625,0386,424.1,5,2025-05-25T07:09:00Z,refund
A1025,0097,74.31,5,2025-04-18T14:02:00Z,Paid
A0346,0877,7.07,2,2025-06-06T20:36:00Z,PAID
A1889,0295,453.94,3,2025-06-13T22:07:00Z,Pending
A4660,0297,280.97,6,,Paid
A4792,0683,400.24,8,2025-02-09T10:24:00Z,Pending
A1160,0629,493.03,7,,Paid
A3964,0808,492.92,1,,Pending
A0790,0637,455.34,8,2025-11-29T03:03:00Z,refund
A2597,0939,213.65,1,2025-10-11T15:29:00Z,Paid
A3439,0269,,8,2025-06-14T11:18:00Z,Pending
A2902,0527,310.05,7,2025-06-18T00:20:00Z,refund
A4222,0299,120.06,9,2025-05-20T05:25:00Z,Refunded
A4115,0492,,1,2025-02-20T11:57:00Z,Pending
A4932,0755,280.84,4,2025-07-25T15:06:00Z,Pending
A0036,0347,192.4,8,2025-09-19T19:33:00Z,refunded
A3397,0722,67.92,5,,paid
A1100,0604,325.34,5,2025-05-22T02:26:00Z,refunded
A2622,0310,327.04,4,2025-09-02T23:12:00Z,refunded
A3690,0558,286.33,2,2025-07-11T11:42:00Z,paid
A0149,0790,85.41,9,2025-04-05T13:33:00Z,Refunded
A4273,0126,348.1,9,2025-02-26T04:49:00Z,Pending
A4290,0903,222.29,7,2025-02-23T01:27:00Z,Refunded
A2540,0839,147.95,5,2025-08-06T09:49:00Z,Paid
A2565,0486,58.76,4,2025-02-27T00:41:00Z,Refunded
A4334,0354,,3,2025-01-28T07:38:00Z,
A3117,0324,70.64,2,2025-04-20T06:50:00Z,Paid
A2264,0947,178.4,7,2025-09-24T01:03:00Z,Paid
A2126,0317,158.54,5,2025-09-24T10:52:00Z,refunded
A3854,0068,287.92,2,2025-12-02T13:29:00Z,Paid
A2766,0471,318.52,8,2025-07-02T20:22:00Z,PAID
A2686,0530,291.98,5,2025-07-05T02:53:00Z,Refunded
A4623,0938,182.4,3,2025-02-15T03:33:00Z,Paid
A2159,0719,,9,2025-02-17T03:50:00Z,
A1897,0150,63.9,8,2025-11-06T00:08:00Z,Pending
A1000,0891,171.4,3,2025-04-19T17:46:00Z,Refunded
A1227,0744,219.84,4,2025-08-09T10:41:00Z,paid
A3002,0267,53.85,6,2025-12-07T07:50:00Z,paid
A2397,0495,,2,2025-08-19T03:42:00Z,
A2457,0138,428.66,8,2025-01-20T10:20:00Z,refunded
A2140,0845,,4,2025-06-28T17:03:00Z,Pending
A1717,0523,350.82,,2025-11-09T05:14:00Z,Paid
A0724,0130,46.91,9,2025-11-01T13:12:00Z,paid
A0163,0429,187.1,7,,Pending
A1327,0724,,6,2025-09-29T06:00:00Z,Refunded
A3346,0153,383.39,7,2025-05-23T18:40:00Z,refund
A2931,0303,375.12,3,2025-09-04T06:31:00Z,Pending
A2238,0328,136.65,1,2025-11-10T16:06:00Z,Paid
A0211,0807,314.32,7,2025-10-26T19:09:00Z,paid
A0057,0509,184.81,5,2025-10-01T22:01:00Z,
A3099,0575,81.85,1,2025-11-02T12:22:00Z,refunded
A2285,0641,288.4,6,2025-08-05T11:29:00Z,refund
A4508,0209,440.4,3,2025-03-22T07:19:00Z,PAID
A0019,0115,389.26,,2025-08-08T11:52:00Z,paid
A0538,0042,,5,2025-07-18T17:54:00Z,PAID
A0093,0719,27.44,,2025-01-14T23:18:00Z,PAID
A3751,0250,158.82,8,2025-05-01T14:28:00Z,PAID
A1698,0813,22.11,9,,Pending
A4079,0387,203.0,6,2025-02-09T22:20:00Z,
A4106,0443,328.37,4,2025-05-11T22:22:00Z,Refunded
A3867,0229,130.4,8,2025-11-24T03:19:00Z,Pending
A3971,0917,278.08,1,2025-08-04T10:48:00Z,Pending
A3040,0297,426.99,9,2025-10-31T18:06:00Z,Paid
A0335,0028,225.77,5,2025-07-15T06:35:00Z,Refunded
A0532,0054,,8,2025-11-27T18:23:00Z,refunded
A4062,0361,305.8,4,2025-10-07T22:55:00Z,
A1673,0653,280.6,7,2025-04-17T03:53:00Z,Pending
A0488,0841,437.54,2,2025-08-26T07:11:00Z,Refunded
A4399,0723,282.44,5,2025-12-02T00:06:00Z,paid
A0080,0058,15.52,9,2025-01-10T14:01:00Z,PAID
A1495,0627,221.56,7,2025-03-17T02:39:00Z,
A4725,0218,300.76,8,2025-04-12T16:57:00Z,Pending
A0630,0158,408.58,2,2025-10-31T19:52:00Z,paid
A3759,0413,348.95,1,2025-05-01T06:26:00Z,refund
A0206,0142,,,,paid
A1969,0827,,,2025-10-17T09:42:00Z,refund
A4644,0581,236.62,,2025-04-16T14:42:00Z,refunded
A2735,0295,238.8,4,2025-07-26T22:14:00Z,Refunded
A1711,0198,372.68,3,,PAID
A1683,0156,435.51,5,2025-01-14T01:24:00Z,refund
A0667,0617,79.23,8,2025-08-23T06:13:00Z,refund
A0554,0775,387.58,,2025-08-08T17:01:00Z,
A4609,0690,168.39,2,2025-01-16T02:06:00Z,Pending
A3914,0338,,6,2025-09-25T18:25:00Z,refund
A0967,0202,59.83,,2025-03-23T13:13:00Z,Paid
A0175,0530,476.22,1,2025-06-07T22:26:00Z,
A3391,0510,447.27,5,2025-08-31T11:16:00Z,Paid
A4771,0583,226.96,7,2025-02-17T09:44:00Z,Paid
A1577,0363,122.76,3,2025-06-03T21:05:00Z,refunded
A3471,0167,422.72,6,2025-07-23T22:24:00Z,PAID
A2178,0083,176.77,4,2025-02-02T03:44:00Z,PAID
A1369,0571,91.78,6,2025-04-03T15:23:00Z,
A1585,0544,326.48,4,2025-05-10T17:54:00Z,Paid
A4195,0246,29.0,6,2025-03-29T04:08:00Z,refunded
A4715,0869,426.47,4,2025-03-05T04:00:00Z,refunded
A2814,0309,,6,2025-08-16T00:00:00Z,refunded
A3220,0807,398.94,,2025-04-04T11:48:00Z,Paid
A1634,0483,48.28,4,2025-09-19T04:33:00Z,
A2980,0968,441.64,8,2025-10-15T03:20:00Z,PAID
A4460,0072,,3,2025-08-14T12:44:00Z,refunded
A1610,0514,20.75,4,2025-05-08T06:15:00Z,
A2212,0924,125.93,1,2025-03-30T16:47:00Z,refund
A3453,0685,109.69,9,2025-09-05T16:42:00Z,Refunded
A3672,0365,297.55,9,2025-03-05T07:37:00Z,
A0347,0751,,5,2025-05-31T23:37:00Z,Pending
A0153,0625,442.2,1,,refunded
A2381,0229,109.47,6,2025-11-21T12:04:00Z,Refunded
A0026,0487,386.18,8,2025-07-20T18:33:00Z,Refunded
A4069,0525,412.85,5,2025-02-21T20:53:00Z,
A2012,0891,157.84,5,2025-09-29T10:22:00Z,refunded
A1062,0013,51.14,4,2025-03-31T05:53:00Z,
A0418,0426,226.22,1,2025-09-06T14:30:00Z,refunded
A2633,0805,139.92,6,2025-01-23T21:09:00Z,
A0055,0328,333.25,1,2025-03-08T17:13:00Z,refunded
A2677,0984,332.4,1,2025-04-21T12:01:00Z,refund
A1165,0963,486.78,5,2025-09-23T18:10:00Z,refunded
A1727,0615,321.05,2,2025-04-23T20:45:00Z,Pending
A4675,0352,260.24,,2025-03-06T01:50:00Z,paid
A1057,0819,,8,2025-07-09T06:39:00Z,refunded
A0090,0534,43.29,3,2025-06-27T22:09:00Z,Paid
A2594,0835,120.2,6,2025-11-14T07:44:00Z,paid
A1304,0475,352.16,8,2025-08-01T19:33:00Z,Refunded
A1679,0273,111.62,4,2025-04-21T13:22:00Z,refund
A1175,0366,72.92,9,2025-11-10T11:05:00Z,Pending
A0279,0162,18.0,5,2025-03-09T11:47:00Z,Refunded
A4872,0045,244.16,4,2025-06-06T21:17:00Z,PAID
A2849,0565,,1,2025-05-23T07:11:00Z,paid
A4673,0570,425.82,5,2025-04-21T18:59:00Z,paid
A4944,0969,,9,2025-04-05T08:12:00Z,
A3062,0631,243.59,3,,Paid
A2031,0416,320.53,6,2025-01-20T04:10:00Z,Paid
A2021,0460,354.39,4,2025-08-10T22:29:00Z,PAID
A1016,0753,158.85,2,2025-09-05T12:46:00Z,refunded
A1603,0305,,5,2025-09-09T22:18:00Z,Paid
A1382,0973,210.01,,2025-06-21T17:53:00Z,paid
A1802,0741,248.22,1,2025-05-13T08:52:00Z,PAID
A0512,0746,6.17,6,2025-11-29T02:49:00Z,refund
A2939,0335,359.23,5,2025-05-15T01:12:00Z,PAID
A1715,0029,379.2,,2025-07-26T14:08:00Z,Refunded
A4602,0500,376.26,1,2025-02-08T09:33:00Z,Paid
A0680,0475,370.75,1,2025-08-05T03:16:00Z,Paid
A0518,0842,242.81,3,2025-07-10T22:02:00Z,PAID
A1279,0420,471.36,7,2025-11-12T15:42:00Z,refunded
A2519,0816,435.53,5,2025-08-21T00:52:00Z,refunded
A1273,0745,,4,,Refunded
A0122,0237,231.66,2,2025-07-20T00:32:00Z,Pending
A0048,0565,296.73,5,2025-09-27T19:45:00Z,refunded
A2038,0588,318.62,,2025-10-21T22:48:00Z,Paid
A0013,0937,328.91,7,2025-11-05T04:31:00Z,refunded
A2003,0838,73.29,,2025-12-05T05:09:00Z,Refunded
A2742,0695,,,2025-07-29T15:15:00Z,Pending
A3865,0666,419.04,7,2025-04-20T07:43:00Z,paid
A4189,0738,469.19,6,2025-10-31T15:56:00Z,Pending
A2683,0844,44.84,9,2025-11-22T05:03:00Z,Refunded
A2071,0673,107.61,8,2025-07-09T22:25:00Z,Refunded
A4102,0379,439.69,3,2025-07-23T10:42:00Z,Paid
A4676,0452,,1,2025-05-25T13:25:00Z,Paid
A0133,0568,31.57,5,2025-03-18T22:44:00Z,PAID
A1501,0425,,9,2025-10-09T07:51:00Z,
A3087,0213,430.61,4,2025-02-02T18:03:00Z,refund
A3016,0527,400.21,5,2025-07-11T10:34:00Z,refunded
A4204,0874,103.75,6,2025-06-09T21:43:00Z,PAID
A3115,0745,270.09,3,2025-10-06T12:44:00Z,Pending
A3479,0305,173.47,3,2025-12-12T13:25:00Z,refunded
A2043,0301,493.16,1,2025-08-25T10:55:00Z,Pending
A4440,0098,174.9,5,2025-06-06T01:52:00Z,Refunded
A1737,0328,,2,2025-11-25T20:52:00Z,paid
A1432,0555,95.8,4,2025-03-28T08:47:00Z,PAID
A0035,0281,269.33,2,2025-02-01T13:42:00Z,paid
A2076,0363,283.97,9,2025-03-28T05:24:00Z,Paid
A2530,0382,105.61,5,2025-03-18T14:21:00Z,refund
A3787,0235,,5,2025-07-07T17:05:00Z,Refunded
A4468,0032,,9,2025-10-29T00:30:00Z,refunded
A0872,0397,424.75,8,2025-05-06T19:27:00Z,
A0901,0564,258.76,9,2025-12-20T16:44:00Z,Paid
A0480,0532,78.47,7,2025-12-18T01:46:00Z,Pending
A3488,0298,488.3,5,2025-11-12T16:24:00Z,paid
A3443,0158,323.02,4,2025-11-15T13:15:00Z,PAID
A2245,0117,282.41,8,,Refunded
A4403,0626,412.57,2,2025-10-30T07:54:00Z,Pending
A4888,0139,482.6,4,2025-11-20T11:10:00Z,PAID
A1592,0064,326.73,1,2025-02-17T04:07:00Z,
A3455,0953,,1,,paid
A4060,0349,7.11,3,2025-10-22T05:07:00Z,Paid
A2032,0406,292.38,6,2025-10-19T23:45:00Z,Refunded
A1987,0437,139.96,6,2025-08-24T08:44:00Z,
A4009,0783,197.51,9,2025-04-02T13:08:00Z,PAID
A4090,0809,64.92,2,2025-07-22T16:47:00Z,Pending
A2335,0683,228.4,5,2025-06-26T16:14:00Z,paid
A0047,0863,330.1,4,,
A3814,0008,,1,2025-08-25T00:25:00Z,refunded
A0212,0580,450.89,7,2025-08-01T08:39:00Z,Paid
A2936,0572,66.84,,2025-10-23T02:08:00Z,refunded
A2329,0716,489.84,4,2025-09-22T18:28:00Z,refund
A0189,0705,10.68,1,2025-05-25T23:01:00Z,refunded
A3556,0317,203.23,6,2025-10-16T14:11:00Z,refund
A1136,0759,9.0,6,2025-10-06T20:14:00Z,paid
A4695,0949,371.4,5,2025-08-14T19:14:00Z,Refunded
A2850,0588,154.15,4,2025-03-23T00:36:00Z,Paid
A0115,0172,423.97,4,2025-07-23T11:15:00Z,Paid
A4493,0851,358.75,7,2025-12-17T04:23:00Z,Refunded
A4048,0177,315.88,9,2025-05-02T03:13:00Z,refunded
A1549,0455,81.37,6,,refunded
A4942,0190,391.02,,2025-08-11T00:09:00Z,Refunded
A1637,0485,342.25,,2025-07-18T07:02:00Z,
A3328,0111,246.06,1,2025-11-01T10:40:00Z,
A1669,0188,147.14,,2025-01-10T10:35:00Z,refunded
A1858,0049,353.61,7,2025-02-04T10:46:00Z,Pending
A2604,0272,295.63,8,2025-10-11T01:51:00Z,refunded
A3069,0150,62.44,3,2025-09-14T06:37:00Z,Pending
A2445,0531,295.96,6,2025-11-20T02:17:00Z,paid
A0151,0459,367.91,7,2025-03-31T16:29:00Z,paid
A4220,0559,141.65,3,2025-06-16T08:45:00Z,refund
A2465,0495,240.62,6,2025-10-23T08:31:00Z,paid
A1234,0630,287.93,,2025-02-22T13:50:00Z,refunded
A1527,0346,,5,2025-07-27T07:19:00Z,PAID
A3463,0400,123.53,2,2025-08-26T20:09:00Z,Refunded
A3078,0849,,4,2025-10-04T23:57:00Z,PAID
A1124,0203,407.41,2,2025-03-16T08:37:00Z,refunded
A2881,0909,15.63,9,2025-10-13T09:11:00Z,Refunded
A1450,0541,446.0,2,2025-04-21T20:59:00Z,refund
A0142,0962,189.44,9,2025-07-30T01:10:00Z,refunded
A1321,0279,50.48,3,2025-04-16T09:53:00Z,
A2115,0116,486.43,7,2025-01-14T21:56:00Z,refunded
A3530,0182,235.35,1,2025-06-18T02:38:00Z,Pending
A3631,0343,106.32,1,2025-06-05T04:46:00Z,PAID
A4782,0982,437.76,6,2025-06-03T13:43:00Z,Pending
A0060,0583,107.99,8,2025-01-04T16:11:00Z,refunded
A0561,0027,408.03,6,2025-06-25T18:41:00Z,
A1750,0439,170.81,5,2025-07-16T01:20:00Z,
A0697,0186,,5,2025-01-07T10:44:00Z,Refunded
A2930,0928,453.57,9,,Paid
A1275,0367,,6,2025-03-15T13:11:00Z,PAID
A1924,0889,142.67,3,2025-02-09T01:11:00Z,Paid
A3581,0280,53.28,3,2025-12-06T10:16:00Z,Refunded
A2474,0928,273.31,,2025-01-14T09:24:00Z,Paid
A3891,0186,72.44,6,2025-03-03T13:17:00Z,PAID
A0992,0341,34.84,3,2025-09-02T04:20:00Z,
A4822,0616,174.54,8,2025-07-25T18:50:00Z,Refunded
A2387,0247,81.25,2,2025-03-18T22:16:00Z,Paid
A0423,0228,433.81,8,2025-02-22T19:44:00Z,Refunded
A0800,0507,249.76,3,2025-10-06T20:27:00Z,refunded
A2804,0538,233.69,2,2025-12-06T01:19:00Z,refund
A3781,0374,,4,2025-06-25T06:42:00Z,refund
A2332,0187,165.72,9,2025-11-16T00:44:00Z,PAID
A3811,0880,,5,2025-09-16T16:02:00Z,PAID
A1131,0616,345.89,3,2025-08-24T21:27:00Z,paid
A0757,0141,284.88,2,2025-09-27T10:34:00Z,Pending
A0001,0250,320.23,5,2025-08-22T20:30:00Z,Paid
A4999,0248,305.01,2,2025-08-23T23:27:00Z,refund
A0574,0500,422.46,8,2025-10-23T01:53:00Z,paid
A0253,0162,368.31,,2025-02-23T15:44:00Z,refund
A4105,0614,300.58,8,2025-11-24T11:30:00Z,
A3043,0120,233.42,2,2025-11-27T13:11:00Z,paid
A0135,0430,210.53,1,2025-12-01T04:43:00Z,Pending
A3614,0894,234.26,7,2025-01-22T13:51:00Z,Paid
A2781,0846,364.69,1,2025-11-01T07:53:00Z,paid
A3181,0363,420.3,3,2025-11-15T03:19:00Z,
A2982,0732,172.33,1,2025-01-04T17:11:00Z,refund
A0772,0470,358.27,8,2025-10-09T08:36:00Z,refunded
A2828,0784,62.94,7,2025-06-25T01:27:00Z,Pending
A3413,0656,292.51,6,2025-09-19T13:26:00Z,refund
A2704,0344,293.79,,2025-09-30T04:55:00Z,Refunded
A4156,0638,425.91,6,2025-09-02T08:41:00Z,
A3034,0753,147.86,4,2025-09-19T19:00:00Z,Refunded
A2211,0425,113.6,7,2025-02-05T11:10:00Z,Refunded
A0254,1000,,,2025-05-31T20:50:00Z,Pending
A0112,0039,103.01,5,2025-11-22T02:31:00Z,refunded
A1644,0742,316.92,6,2025-02-22T22:36:00Z,refunded
A0118,0650,190.18,5,2025-04-02T11:36:00Z,refunded
A4210,0429,48.84,1,,refunded
A2047,0671,220.13,5,,paid
A3963,0344,341.59,8,2025-05-31T16:41:00Z,Refunded
A0038,0760,,8,2025-11-26T18:25:00Z,refunded
A0866,0694,340.82,4,,paid
A4443,0296,251.19,6,2025-04-13T19:21:00Z,PAID
A2928,0109,220.58,4,2025-01-23T16:30:00Z,PAID
A2304,0126,342.63,4,2025-11-04T03:32:00Z,Pending
A0895,0398,291.43,6,2025-09-19T02:12:00Z,Pending
A2782,0142,330.66,1,2025-08-05T04:48:00Z,paid
A1440,0203,363.1,1,2025-02-06T03:29:00Z,PAID
A3827,0325,229.04,2,2025-06-06T23:40:00Z,Paid
A0059,0693,75.56,4,2025-08-10T17:34:00Z,Refunded
A4270,0316,433.75,4,2025-02-12T12:54:00Z,paid
A0083,0755,450.35,6,2025-02-10T13:05:00Z,refunded
A0168,0917,342.57,8,2025-11-10T19:17:00Z,refunded
A4744,0002,129.68,1,2025-09-22T08:05:00Z,Pending
A0291,0080,,7,,PAID
A0039,0866,112.62,,2025-01-30T14:59:00Z,Paid
A2700,0177,329.43,9,2025-07-14T09:35:00Z,refund
A2256,0191,,2,2025-07-22T20:19:00Z,paid
A3050,0293,62.88,8,2025-02-17T20:48:00Z,refund
A3161,0307,339.26,2,2025-11-15T14:08:00Z,Refunded
A3545,0316,55.61,3,2025-10-02T13:44:00Z,Paid
A0101,0961,207.96,5,2025-11-24T13:08:00Z,Pending
A1675,0304,,4,2025-09-14T09:03:00Z,PAID
A3824,0608,466.7,6,,paid
A4580,0997,426.44,1,2025-03-26T12:46:00Z,Pending
A4031,0776,149.91,3,2025-09-28T12:36:00Z,
A1785,0213,251.51,,2025-03-26T19:11:00Z,Pending
A4049,0859,121.33,,2025-09-16T04:54:00Z,refund
A2086,0136,236.5,3,,paid
A2156,0301,334.09,5,,Paid
A0898,0708,54.31,9,2025-07-10T14:06:00Z,
A2056,0979,118.79,,2025-05-25T15:39:00Z,Paid
A0595,0478,,3,2025-08-15T13:12:00Z,PAID
A1146,0038,55.52,9,2025-11-25T09:17:00Z,paid
A2429,0847,110.67,3,2025-03-04T10:00:00Z,Pending
A0188,0246,47.25,2,2025-01-08T18:12:00Z,refunded
A2877,0715,445.86,7,2025-06-18T10:45:00Z,Pending
A3596,0294,383.12,5,2025-10-22T21:18:00Z,
A4654,0286,23.88,3,2025-03-12T05:38:00Z,paid
A3049,0856,143.56,2,2025-04-06T13:55:00Z,Refunded
A3286,0114,90.83,1,2025-09-12T10:27:00Z,
A2078,0785,,6,2025-11-07T21:16:00Z,paid
A2136,0283,380.81,4,2025-07-04T04:43:00Z,refunded
A2595,0029,202.44,5,2025-11-23T00:56:00Z,Pending
A2069,0854,485.7,9,2025-03-10T14:16:00Z,PAID
A3082,0185,115.4,2,2025-07-30T13:50:00Z,
A4429,0328,163.63,2,2025-07-09T21:05:00Z,refund
A4939,0021,341.99,4,2025-02-06T12:45:00Z,refund
A1532,0975,112.25,8,2025-07-12T08:45:00Z,Paid
A3800,0009,,4,2025-07-02T03:34:00Z,Paid
A4019,0229,60.47,7,2025-03-11T11:06:00Z,Paid
A0677,0515,232.02,7,2025-10-18T01:41:00Z,
A4172,0587,,4,2025-02-26T05:22:00Z,Refunded
A2727,0643,351.47,2,2025-04-07T15:09:00Z,refunded
A0978,0611,499.83,3,,
A3913,0038,446.91,7,,
A0149,0790,85.41,9,2025-04-05T18:33:00Z,refunded
A4183,0913,384.85,9,2025-09-18T21:37:00Z,Pending
A3237,0787,,9,2025-11-27T17:45:00Z,PAID
A1268,0369,53.53,3,,
A3693,0121,9.79,9,2025-03-15T23:13:00Z,refunded
A2323,0973,398.59,2,2025-05-23T20:02:00Z,refunded
A2110,0773,20.2,,2025-02-08T11:11:00Z,Paid
A3986,0103,176.92,,,
A2984,0196,90.25,9,,paid
A0255,0852,421.07,6,2025-03-19T08:22:00Z,refunded
A0060,0583,107.99,8,2025-01-04T11:11:00Z,PAID
A1725,0903,54.71,5,2025-02-20T04:42:00Z,Refunded
A0275,0274,37.66,1,2025-01-07T17:15:00Z,refund
A2045,0597,227.31,4,,Pending
A4488,0373,221.76,3,2025-07-24T22:57:00Z,refunded
A0209,0448,345.56,8,2025-10-14T05:36:00Z,refunded
A0816,0585,289.4,7,2025-08-30T03:09:00Z,
A0082,0439,228.23,7,2025-08-28T23:36:00Z,Refunded
A3965,0823,230.88,8,2025-12-02T01:01:00Z,Paid
A4935,0122,341.39,5,2025-01-08T18:29:00Z,PAID
A2906,0262,335.42,8,2025-11-20T21:19:00Z,refunded
A0174,0057,231.33,1,2025-03-20T12:27:00Z,refunded
A0848,0028,425.99,9,2025-10-02T03:35:00Z,Refunded
A2099,0659,111.88,1,2025-04-27T00:44:00Z,
A0745,0902,219.98,1,2025-08-10T13:45:00Z,paid
A0706,0779,453.26,,2025-07-02T13:13:00Z,refund
A4904,0170,320.66,6,2025-04-16T22:27:00Z,
A4201,0306,442.87,6,2025-10-25T11:26:00Z,paid
A4581,0804,210.46,3,2025-03-03T20:31:00Z,
A4840,0550,318.02,8,2025-12-15T06:49:00Z,paid
A0277,0366,323.64,1,2025-12-21T05:32:00Z,Refunded
A0050,0857,377.82,2,2025-08-25T11:24:00Z,refunded
A1820,0316,466.6,5,2025-03-06T14:14:00Z,Refunded
A1513,0552,196.21,1,2025-02-26T10:24:00Z,Refunded
A1918,0180,51.67,1,,Paid
A3713,0963,166.13,1,2025-07-03T11:19:00Z,Paid
A4590,0263,410.32,,,paid
A3504,0353,479.12,8,2025-05-27T16:26:00Z,PAID
A3601,0485,164.64,3,,refund
A0130,0887,62.44,8,2025-10-31T08:14:00Z,Paid
A4328,0642,,7,2025-08-31T04:42:00Z,paid
A0205,0379,118.63,7,,Refunded
A2234,0092,483.67,3,2025-11-10T07:15:00Z,
A0087,0659,102.64,1,2025-04-23T07:21:00Z,refunded
A0490,0037,377.97,4,2025-11-02T21:07:00Z,refund
A0564,0143,126.77,1,2025-01-08T16:20:00Z,refunded
A4670,0566,488.96,6,2025-09-14T19:43:00Z,refund
A3993,0940,133.8,2,2025-06-05T17:20:00Z,Pending
A0137,0759,339.2,6,2025-10-24T00:02:00Z,refunded
A0569,0900,384.64,4,2025-09-28T04:31:00Z,Paid
A2366,0753,,7,2025-06-18T01:22:00Z,Pending
A4569,0943,77.38,,,Paid
A0587,0413,292.38,1,2025-07-01T09:12:00Z,Paid
A3202,0135,120.02,,2025-08-19T20:13:00Z,refunded
A4709,0722,,8,2025-02-19T15:04:00Z,
A0186,0790,302.41,,2025-11-26T03:58:00Z,refunded
A2274,0606,126.74,4,2025-09-17T02:44:00Z,Paid
A2102,0689,311.53,3,2025-05-28T07:10:00Z,refunded
A3858,0315,187.75,5,2025-12-14T01:08:00Z,Refunded
A4936,0618,451.49,3,2025-01-26T11:43:00Z,refunded
A2733,0560,82.34,8,2025-10-29T08:46:00Z,PAID
A2869,0076,78.35,,2025-06-13T22:18:00Z,refund
A0032,0707,439.6,3,2025-02-02T07:11:00Z,refunded
A2543,0561,55.9,8,2025-07-26T00:54:00Z,Pending
A4736,0072,284.84,7,2025-07-31T05:01:00Z,refunded
A3395,0828,36.27,9,2025-05-02T00:52:00Z,paid
A1772,0792,227.93,4,2025-09-22T02:05:00Z,Pending
A2508,0032,137.31,4,2025-07-25T18:16:00Z,Refunded
A2626,0293,482.29,2,2025-03-07T21:58:00Z,Pending
A4065,0410,425.78,5,2025-08-16T12:40:00Z,Pending
A2266,0546,333.64,9,,PAID
A2293,0641,50.0,3,2025-07-08T05:08:00Z,Pending
A1733,0913,498.42,6,2025-02-19T12:39:00Z,paid
A1831,0403,361.21,9,2025-02-08T12:16:00Z,Paid
A2137,0985,279.9,5,2025-04-24T11:29:00Z,
A2167,0354,52.5,9,2025-11-04T17:15:00Z,refund
A0130,0887,62.44,8,2025-10-31T13:14:00Z,refunded
A0604,0267,271.32,9,2025-05-05T17:57:00Z,PAID
A3038,0423,344.54,,2025-04-28T13:50:00Z,refund
A0014,0170,451.02,7,2025-12-08T19:27:00Z,refund
A3160,0183,217.3,8,2025-10-24T07:11:00Z,Refunded
A1412,0234,111.14,7,2025-09-25T20:51:00Z,Pending
A0274,0853,201.88,6,2025-11-16T14:00:00Z,Refunded
A2673,0322,318.77,,2025-09-14T11:45:00Z,refund
A0088,0802,,7,2025-01-17T18:51:00Z,refunded
A0097,0369,400.23,,2025-04-14T16:40:00Z,Refunded
A0497,0227,121.61,6,2025-07-01T16:31:00Z,refunded
A0844,0315,67.39,8,2025-09-29T08:06:00Z,PAID
A3646,0921,367.24,9,2025-12-21T00:34:00Z,PAID
A1037,0555,,5,,refund
A4992,0456,385.66,2,2025-10-08T04:19:00Z,refund
A0683,0642,100.98,8,2025-07-28T04:12:00Z,Pending
A0788,0619,401.66,7,2025-04-08T21:56:00Z,refund
A2443,0710,22.56,7,2025-06-13T14:47:00Z,paid
A0078,0160,490.79,7,2025-01-17T18:23:00Z,refunded
A3714,0053,441.99,,2025-04-16T22:16:00Z,PAID
A2442,0749,63.53,8,2025-03-31T07:16:00Z,paid
A0113,0594,153.43,3,2025-04-14T13:19:00Z,refunded
A2407,0499,337.59,,2025-04-05T05:54:00Z,PAID
A1583,0244,250.12,3,2025-03-09T03:15:00Z,Paid
A1483,0593,481.36,9,2025-02-04T02:06:00Z,Refunded
A1712,0164,140.49,9,2025-06-13T06:12:00Z,refund
A3946,0698,124.0,1,2025-01-10T10:38:00Z,Pending
A4920,0163,217.73,9,2025-07-10T21:56:00Z,paid
A0464,0576,95.74,,2025-11-13T02:27:00Z,Paid
A4229,0034,255.94,,2025-02-11T11:25:00Z,Paid
A4816,0954,483.85,9,2025-05-14T01:47:00Z,refund
A4769,0720,158.83,2,2025-02-07T08:07:00Z,refund
A4317,0727,87.49,2,2025-10-22T11:29:00Z,paid
A0344,0078,14.76,4,2025-03-17T20:31:00Z,Paid
A3012,0722,361.71,3,2025-04-23T22:53:00Z,Paid
A0481,0185,121.31,7,2025-08-19T14:14:00Z,Paid
A3640,0641,236.96,5,2025-04-17T00:28:00Z,Refunded
A0953,0288,415.47,6,2025-08-15T08:37:00Z,refund
A0493,0316,384.61,2,2025-02-08T07:56:00Z,
A3886,0357,173.24,1,2025-09-23T13:01:00Z,paid
A0107,0343,240.28,6,2025-12-14T09:31:00Z,refunded
A1920,0570,123.15,6,2025-03-06T10:30:00Z,paid
A4248,0739,400.44,5,2025-01-20T20:10:00Z,PAID
A0500,0578,120.68,5,2025-09-13T20:14:00Z,refund
A0825,0330,229.71,5,2025-01-04T13:54:00Z,PAID
A3957,0588,217.16,3,2025-07-12T02:06:00Z,Refunded
A2745,0077,285.28,2,2025-06-26T02:48:00Z,refund
A4748,0780,326.0,8,2025-06-24T06:00:00Z,Paid
A2979,0165,410.34,7,2025-08-15T09:25:00Z,Paid
A3168,0924,450.28,4,2025-10-20T14:34:00Z,Paid
A2548,0637,466.49,8,2025-02-22T14:26:00Z,Refunded
A1471,0914,340.32,6,2025-04-08T02:04:00Z,refunded
A0176,0304,185.54,3,2025-05-07T22:26:00Z,Paid
A0089,0089,167.12,4,2025-12-18T11:04:00Z,PAID
A0593,0130,264.03,3,2025-02-09T11:55:00Z,paid
A0086,0061,80.36,7,,refunded
A1693,0086,138.18,9,2025-02-13T18:26:00Z,paid
A0935,0466,455.49,5,2025-02-01T10:45:00Z,PAID
